"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"06/02/2021";"1200";"19,4";"80,0";"1004,2";"2,0";"180,0";"2,0";"";"";"13,6";"0,0"
"06/02/2021";"1800";"25,6";"60,0";"1002,6";"3,3";"180,0";"1,0";"";"";"";""
"07/02/2021";"0000";"21,2";"83,0";"1002,3";"0,0";"0,0";"0,0";"11,50";"30,4";"";""
"07/02/2021";"1200";"22,0";"79,0";"1004,4";"0,8";"140,0";"0,0";"";"";"15,6";"0,0"
"07/02/2021";"1800";"29,8";"49,0";"1002,7";"2,5";"90,0";"1,0";"";"";"";""
"08/02/2021";"0000";"24,6";"79,0";"1002,6";"1,0";"90,0";"0,0";"10,00";"29,2";"";""
"08/02/2021";"1200";"19,4";"96,0";"1003,2";"1,6";"90,0";"10,0";"";"";"16,2";"0,0"
"08/02/2021";"1800";"29,2";"61,0";"1000,4";"3,3";"180,0";"2,0";"";"";"";""
"09/02/2021";"0000";"22,8";"78,0";"1001,2";"0,0";"0,0";"0,0";"6,60";"28,8";"";""
"09/02/2021";"1200";"20,0";"94,0";"1003,8";"1,6";"140,0";"10,0";"";"";"17,6";"0,0"
"09/02/2021";"1800";"28,8";"70,0";"1001,1";"1,3";"180,0";"5,0";"";"";"";""
"10/02/2021";"0000";"22,6";"78,0";"1001,9";"1,6";"140,0";"6,0";"5,20";"27,8";"";""
"10/02/2021";"1200";"22,2";"86,0";"1004,8";"2,0";"140,0";"8,0";"";"";"16,8";"0,0"
"10/02/2021";"1800";"26,0";"75,0";"1003,0";"1,6";"140,0";"10,0";"";"";"";""
"11/02/2021";"0000";"21,2";"85,0";"1002,8";"2,8";"230,0";"10,0";"4,60";"29,2";"";""
"11/02/2021";"1200";"20,4";"94,0";"1002,6";"1,3";"140,0";"10,0";"";"";"17,6";"0,0"
"11/02/2021";"1800";"29,0";"63,0";"999,2";"3,0";"230,0";"7,0";"";"";"";""
"12/02/2021";"0000";"19,6";"98,0";"1001,4";"0,0";"0,0";"10,0";"1,10";"26,2";"";""
"12/02/2021";"1200";"20,0";"98,0";"1001,6";"1,6";"140,0";"10,0";"";"";"19,0";"28,7"
"12/02/2021";"1800";"25,0";"82,0";"999,2";"1,6";"180,0";"9,0";"";"";"";""
"13/02/2021";"0000";"20,8";"98,0";"999,9";"0,8";"180,0";"8,0";"7,40";"28,8";"";""
"13/02/2021";"1200";"21,6";"93,0";"1000,4";"1,6";"230,0";"2,0";"";"";"17,4";"2,5"
"13/02/2021";"1800";"28,8";"65,0";"997,6";"1,0";"180,0";"8,0";"";"";"";""
"14/02/2021";"0000";"24,0";"91,0";"996,6";"0,5";"140,0";"8,0";"6,20";"29,8";"";""
"14/02/2021";"1200";"21,2";"98,0";"997,2";"1,0";"140,0";"10,0";"";"";"20,2";"0,2"
"14/02/2021";"1800";"29,8";"58,0";"994,2";"1,6";"320,0";"7,0";"";"";"";""
"15/02/2021";"0000";"22,2";"81,0";"995,4";"0,5";"140,0";"4,0";"7,30";"29,6";"";""
"15/02/2021";"1200";"21,6";"89,0";"996,8";"0,8";"140,0";"4,0";"";"";"17,0";"0,1"
"15/02/2021";"1800";"29,6";"60,0";"994,6";"2,6";"230,0";"4,0";"";"";"";""
"16/02/2021";"0000";"22,2";"91,0";"995,6";"1,6";"230,0";"6,0";"9,30";"29,0";"";""
"16/02/2021";"1200";"21,6";"93,0";"995,8";"1,6";"320,0";"10,0";"";"";"18,9";"0,9"
"16/02/2021";"1800";"28,0";"58,0";"995,5";"3,0";"230,0";"7,0";"";"";"";""
"17/02/2021";"0000";"22,8";"82,0";"995,5";"0,5";"270,0";"0,0";"12,00";"28,2";"";""
"17/02/2021";"1200";"21,6";"75,0";"998,4";"1,8";"320,0";"0,0";"";"";"16,8";"0,0"
"17/02/2021";"1800";"27,2";"53,0";"996,6";"2,6";"320,0";"5,0";"";"";"";""
"18/02/2021";"0000";"22,0";"72,0";"996,6";"0,5";"320,0";"0,0";"9,40";"27,8";"";""
"18/02/2021";"1200";"21,0";"87,0";"999,1";"1,3";"270,0";"10,0";"";"";"17,8";"0,0"
"18/02/2021";"1800";"27,2";"62,0";"998,2";"3,8";"230,0";"6,0";"";"";"";""
"19/02/2021";"0000";"21,2";"87,0";"999,0";"0,7";"270,0";"0,0";"11,20";"30,4";"";""
"19/02/2021";"1200";"22,4";"79,0";"1000,7";"1,3";"50,0";"0,0";"";"";"15,8";"0,0"
"19/02/2021";"1800";"29,8";"44,0";"999,5";"2,0";"230,0";"0,0";"";"";"";""
"20/02/2021";"0000";"22,6";"84,0";"1000,7";"0,0";"0,0";"0,0";"11,20";"31,6";"";""
"20/02/2021";"1200";"24,4";"67,0";"1004,0";"0,8";"50,0";"0,0";"";"";"17,2";"0,0"
"20/02/2021";"1800";"31,6";"42,0";"1001,6";"1,5";"180,0";"3,0";"";"";"";""
"21/02/2021";"0000";"23,6";"76,0";"1001,6";"1,3";"140,0";"0,0";"9,10";"30,8";"";""
"21/02/2021";"1200";"21,4";"93,0";"1005,2";"1,0";"140,0";"10,0";"";"";"17,8";"0,0"
"21/02/2021";"1800";"30,2";"53,0";"1001,2";"3,3";"140,0";"2,0";"";"";"";""
"22/02/2021";"0000";"25,6";"78,0";"1000,6";"0,8";"90,0";"0,0";"6,10";"33,2";"";""
"22/02/2021";"1200";"22,2";"92,0";"1001,8";"2,1";"140,0";"9,0";"";"";"19,6";"0,0"
"22/02/2021";"1800";"31,0";"68,0";"999,2";"1,6";"50,0";"10,0";"";"";"";""
"23/02/2021";"0000";"27,0";"87,0";"998,6";"1,0";"180,0";"1,0";"3,20";"30,8";"";""
"23/02/2021";"1200";"25,2";"92,0";"1001,2";"5,5";"180,0";"10,0";"";"";"22,8";"0,0"
"23/02/2021";"1800";"30,2";"68,0";"1000,8";"2,5";"230,0";"10,0";"";"";"";""
"24/02/2021";"0000";"23,0";"89,0";"1002,2";"0,5";"320,0";"8,0";"11,50";"29,2";"";""
"24/02/2021";"1200";"22,2";"75,0";"1004,0";"1,6";"140,0";"0,0";"";"";"19,0";"1,3"
"24/02/2021";"1800";"28,4";"56,0";"1001,5";"2,5";"140,0";"2,0";"";"";"";""
"25/02/2021";"0000";"22,4";"79,0";"1001,1";"0,0";"0,0";"0,0";"11,10";"29,4";"";""
"25/02/2021";"1200";"20,2";"83,0";"1003,4";"2,5";"140,0";"1,0";"";"";"15,8";"0,0"
"25/02/2021";"1800";"29,0";"50,0";"1001,4";"3,3";"140,0";"0,0";"";"";"";""
"26/02/2021";"0000";"23,6";"63,0";"1001,5";"3,3";"140,0";"0,0";"11,60";"30,0";"";""
"26/02/2021";"1200";"21,0";"84,0";"1003,2";"3,3";"140,0";"0,0";"";"";"17,0";"0,0"
"26/02/2021";"1800";"30,0";"57,0";"1001,5";"3,0";"140,0";"2,0";"";"";"";""
"27/02/2021";"0000";"23,6";"73,0";"1002,7";"1,6";"90,0";"0,0";"11,50";"29,8";"";""
"27/02/2021";"1200";"22,8";"83,0";"1007,2";"3,3";"140,0";"2,0";"";"";"19,0";"0,0"
"27/02/2021";"1800";"29,8";"54,0";"1005,0";"4,0";"140,0";"4,0";"";"";"";""
"28/02/2021";"0000";"24,2";"74,0";"1005,5";"3,3";"140,0";"0,0";"9,20";"29,2";"";""
"28/02/2021";"1200";"22,0";"86,0";"1006,6";"3,3";"140,0";"7,0";"";"";"18,8";"0,0"
"28/02/2021";"1800";"29,2";"61,0";"1003,0";"3,8";"140,0";"7,0";"";"";"";""
"01/03/2021";"0000";"24,8";"77,0";"1001,6";"3,6";"140,0";"5,0";"10,20";"31,4";"";""
"01/03/2021";"1200";"23,0";"88,0";"1000,8";"3,6";"140,0";"1,0";"";"";"19,6";"0,0"
"01/03/2021";"1800";"31,2";"59,0";"998,0";"2,3";"140,0";"3,0";"";"";"";""
"02/03/2021";"0000";"25,2";"81,0";"997,9";"0,8";"140,0";"0,0";"8,70";"31,6";"";""
"02/03/2021";"1200";"22,6";"93,0";"1001,4";"1,6";"140,0";"10,0";"";"";"21,2";"0,0"
"02/03/2021";"1800";"31,2";"61,0";"998,4";"3,3";"230,0";"7,0";"";"";"";""
"03/03/2021";"0000";"26,0";"84,0";"999,4";"0,0";"0,0";"10,0";"4,60";"31,0";"";""
"03/03/2021";"1200";"23,4";"91,0";"1002,6";"1,6";"90,0";"10,0";"";"";"22,2";"0,0"
"03/03/2021";"1800";"30,4";"64,0";"999,8";"3,6";"140,0";"7,0";"";"";"";""
"04/03/2021";"0000";"26,8";"80,0";"1000,6";"1,8";"90,0";"8,0";"0,70";"27,0";"";""
"04/03/2021";"1200";"22,6";"95,0";"999,2";"1,0";"90,0";"10,0";"";"";"20,0";"0,3"
"04/03/2021";"1800";"25,4";"92,0";"996,2";"2,6";"90,0";"10,0";"";"";"";""
"05/03/2021";"0000";"20,0";"98,0";"996,4";"0,0";"0,0";"10,0";"5,80";"28,4";"";""
"05/03/2021";"1200";"21,0";"98,0";"997,8";"0,5";"360,0";"10,0";"";"";"19,6";"10,9"
"05/03/2021";"1800";"27,0";"75,0";"996,0";"2,5";"320,0";"6,0";"";"";"";""
"06/03/2021";"0000";"23,2";"91,0";"997,1";"0,0";"0,0";"6,0";"9,50";"27,0";"";""
"06/03/2021";"1200";"20,4";"84,0";"1001,5";"1,6";"180,0";"7,0";"";"";"19,0";"4,8"
"06/03/2021";"1800";"26,2";"53,0";"999,6";"3,3";"230,0";"5,0";"";"";"";""
"07/03/2021";"0000";"19,4";"86,0";"1001,2";"0,7";"140,0";"0,0";"11,00";"27,4";"";""
"07/03/2021";"1200";"19,0";"90,0";"1003,2";"1,6";"180,0";"1,0";"";"";"13,6";"0,0"
"07/03/2021";"1800";"27,2";"48,0";"1001,0";"1,8";"140,0";"3,0";"";"";"";""
"08/03/2021";"0000";"20,0";"83,0";"1000,2";"0,0";"0,0";"0,0";"10,40";"29,2";"";""
"08/03/2021";"1200";"19,4";"90,0";"1001,9";"1,3";"140,0";"3,0";"";"";"13,0";"0,0"
"08/03/2021";"1800";"27,8";"56,0";"1000,2";"1,6";"180,0";"7,0";"";"";"";""
"09/03/2021";"0000";"22,4";"83,0";"1000,4";"0,0";"0,0";"0,0";"9,60";"28,4";"";""
"09/03/2021";"1200";"20,6";"97,0";"1002,8";"1,3";"180,0";"8,0";"";"";"17,4";"0,0"
"09/03/2021";"1800";"28,4";"49,0";"1001,0";"2,6";"180,0";"6,0";"";"";"";""
"10/03/2021";"0000";"22,4";"73,0";"1001,0";"0,5";"140,0";"3,0";"10,00";"28,2";"";""
"10/03/2021";"1200";"19,6";"93,0";"1003,6";"1,6";"230,0";"6,0";"";"";"15,0";"0,0"
"10/03/2021";"1800";"27,0";"54,0";"1000,2";"0,8";"50,0";"4,0";"";"";"";""
"11/03/2021";"0000";"20,8";"84,0";"999,9";"0,0";"0,0";"0,0";"10,90";"28,8";"";""
"11/03/2021";"1200";"20,0";"87,0";"1002,7";"0,8";"140,0";"0,0";"";"";"14,8";"0,0"
"11/03/2021";"1800";"28,0";"47,0";"1001,0";"2,5";"230,0";"3,0";"";"";"";""
"12/03/2021";"0000";"19,6";"78,0";"1001,8";"0,0";"0,0";"0,0";"10,30";"29,6";"";""
"12/03/2021";"1200";"19,2";"84,0";"1002,8";"0,0";"0,0";"4,0";"";"";"13,2";"0,0"
"12/03/2021";"1800";"29,6";"36,0";"1001,6";"1,6";"140,0";"4,0";"";"";"";""
"13/03/2021";"0000";"19,2";"81,0";"1001,9";"0,5";"90,0";"0,0";"10,60";"30,6";"";""
"13/03/2021";"1200";"20,2";"89,0";"1003,8";"0,8";"140,0";"0,0";"";"";"19,0";"0,0"
"13/03/2021";"1800";"30,4";"40,0";"1001,5";"3,6";"230,0";"0,0";"";"";"";""
"14/03/2021";"0000";"22,4";"74,0";"1001,0";"0,0";"0,0";"0,0";"8,80";"31,4";"";""
"14/03/2021";"1200";"19,6";"98,0";"1004,0";"1,6";"140,0";"10,0";"";"";"15,4";"0,0"
"14/03/2021";"1800";"30,8";"49,0";"1001,8";"2,0";"180,0";"2,0";"";"";"";""
"15/03/2021";"0000";"23,8";"75,0";"1002,6";"1,6";"180,0";"6,0";"11,20";"30,2";"";""
"15/03/2021";"1200";"21,2";"83,0";"1003,8";"3,3";"140,0";"3,0";"";"";"17,6";"0,0"
"15/03/2021";"1800";"29,2";"53,0";"1000,2";"2,6";"180,0";"2,0";"";"";"";""
"16/03/2021";"0000";"24,2";"76,0";"1000,3";"1,3";"140,0";"0,0";"8,70";"33,4";"";""
"16/03/2021";"1200";"21,0";"94,0";"998,8";"2,3";"140,0";"3,0";"";"";"18,6";"0,0"
"16/03/2021";"1800";"32,2";"59,0";"995,0";"3,5";"180,0";"2,0";"";"";"";""
"17/03/2021";"0000";"28,0";"75,0";"992,8";"1,6";"140,0";"0,0";"4,60";"28,0";"";""
"17/03/2021";"1200";"23,8";"87,0";"996,6";"1,3";"320,0";"10,0";"";"";"21,2";"11,6"
"17/03/2021";"1800";"26,2";"68,0";"997,0";"3,0";"270,0";"9,0";"";"";"";""
"18/03/2021";"0000";"21,8";"78,0";"1000,3";"1,0";"270,0";"4,0";"2,90";"25,0";"";""
"18/03/2021";"1200";"17,8";"84,0";"1005,0";"1,0";"230,0";"10,0";"";"";"17,6";"0,0"
"18/03/2021";"1800";"23,4";"63,0";"1002,8";"2,0";"230,0";"9,0";"";"";"";""
"19/03/2021";"0000";"18,6";"90,0";"1003,8";"0,0";"0,0";"0,0";"7,50";"27,8";"";""
"19/03/2021";"1200";"19,8";"91,0";"1004,6";"3,3";"140,0";"9,0";"";"";"15,8";"0,0"
"19/03/2021";"1800";"27,4";"66,0";"1001,0";"4,5";"140,0";"9,0";"";"";"";""
"20/03/2021";"0000";"23,2";"76,0";"1000,7";"2,8";"140,0";"0,0";"10,50";"35,2";"";""
"20/03/2021";"1200";"22,8";"85,0";"1003,1";"1,8";"140,0";"2,0";"";"";"18,2";"0,0"
"20/03/2021";"1800";"34,4";"45,0";"999,0";"4,6";"50,0";"8,0";"";"";"";""
"21/03/2021";"0000";"30,4";"58,0";"998,8";"1,3";"360,0";"4,0";"0,10";"30,8";"";""
"21/03/2021";"1200";"22,0";"98,0";"1003,6";"1,3";"320,0";"10,0";"";"";"21,4";"38,6"
"21/03/2021";"1800";"26,2";"76,0";"1004,3";"1,8";"320,0";"10,0";"";"";"";""
"22/03/2021";"0000";"22,8";"88,0";"1005,2";"0,8";"140,0";"10,0";"0,50";"25,8";"";""
"22/03/2021";"1200";"21,0";"94,0";"1007,6";"2,8";"140,0";"10,0";"";"";"20,0";"1,2"
"22/03/2021";"1800";"24,8";"75,0";"1005,5";"2,5";"140,0";"10,0";"";"";"";""
"23/03/2021";"0000";"22,4";"86,0";"1005,8";"3,0";"140,0";"10,0";"0,00";"23,8";"";""
"23/03/2021";"1200";"20,4";"98,0";"1005,2";"1,3";"180,0";"10,0";"";"";"20,4";"21,8"
"23/03/2021";"1800";"23,4";"88,0";"1003,5";"2,3";"180,0";"10,0";"";"";"";""
"24/03/2021";"0000";"21,2";"96,0";"1005,1";"2,0";"180,0";"10,0";"6,50";"27,4";"";""
"24/03/2021";"1200";"21,0";"93,0";"1006,0";"1,3";"140,0";"8,0";"";"";"19,4";"3,5"
"24/03/2021";"1800";"27,4";"70,0";"1003,9";"3,0";"140,0";"5,0";"";"";"";""
