"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"01/07/2021";"0000";"9,6";"86,0";"1016,3";"1,0";"140,0";"10,0";"7,40";"18,8";"";""
"01/07/2021";"1200";"6,4";"100,0";"1015,2";"1,6";"140,0";"10,0";"";"";"6,0";"0,0"
"01/07/2021";"1800";"18,4";"61,0";"1010,8";"2,8";"140,0";"10,0";"";"";"";""
"02/07/2021";"0000";"10,8";"90,0";"1011,0";"2,5";"90,0";"10,0";"7,90";"21,8";"";""
"02/07/2021";"1200";"7,6";"98,0";"1012,6";"0,5";"270,0";"7,0";"";"";"6,2";"0,0"
"02/07/2021";"1800";"21,4";"47,0";"1010,0";"2,0";"320,0";"9,0";"";"";"";""
"03/07/2021";"0000";"10,4";"92,0";"1012,3";"0,0";"0,0";"0,0";"8,10";"18,0";"";""
"03/07/2021";"1200";"7,2";"97,0";"1013,8";"0,0";"0,0";"3,0";"";"";"5,0";"0,0"
"03/07/2021";"1800";"17,6";"61,0";"1013,5";"1,8";"180,0";"7,0";"";"";"";""
"04/07/2021";"0000";"8,0";"94,0";"1013,4";"0,0";"0,0";"0,0";"0,00";"13,6";"";""
"04/07/2021";"1200";"5,0";"100,0";"1014,4";"1,6";"140,0";"10,0";"";"";"3,0";"0,0"
"04/07/2021";"1800";"12,6";"88,0";"1011,9";"1,6";"140,0";"10,0";"";"";"";""
"05/07/2021";"0000";"9,6";"98,0";"1011,6";"1,3";"90,0";"0,0";"0,00";"12,0";"";""
"05/07/2021";"1200";"8,2";"100,0";"1012,8";"2,0";"140,0";"10,0";"";"";"6,4";"0,0"
"05/07/2021";"1800";"11,2";"100,0";"1011,1";"1,6";"140,0";"10,0";"";"";"";""
"06/07/2021";"0000";"10,4";"100,0";"1012,2";"0,5";"140,0";"10,0";"0,00";"13,0";"";""
"06/07/2021";"1200";"9,4";"100,0";"1012,0";"2,1";"140,0";"10,0";"";"";"9,4";"0,0"
"06/07/2021";"1800";"12,0";"100,0";"1009,4";"1,3";"140,0";"10,0";"";"";"";""
"07/07/2021";"0000";"12,6";"100,0";"1008,6";"1,0";"140,0";"10,0";"6,10";"22,0";"";""
"07/07/2021";"1200";"9,0";"100,0";"1011,0";"1,8";"180,0";"8,0";"";"";"8,2";"0,0"
"07/07/2021";"1800";"22,0";"64,0";"1006,7";"1,6";"140,0";"8,0";"";"";"";""
"08/07/2021";"0000";"14,8";"93,0";"1007,6";"0,5";"90,0";"0,0";"8,60";"23,0";"";""
"08/07/2021";"1200";"10,0";"100,0";"1009,5";"0,5";"180,0";"0,0";"";"";"8,0";"0,0"
"08/07/2021";"1800";"22,4";"60,0";"1007,8";"1,5";"140,0";"0,0";"";"";"";""
"09/07/2021";"0000";"14,0";"93,0";"1008,2";"1,0";"140,0";"0,0";"5,20";"19,2";"";""
"09/07/2021";"1200";"9,2";"100,0";"1009,1";"1,3";"140,0";"10,0";"";"";"8,2";"0,0"
"09/07/2021";"1800";"18,4";"80,0";"1006,0";"2,5";"140,0";"0,0";"";"";"";""
"10/07/2021";"0000";"13,2";"98,0";"1005,2";"0,5";"140,0";"0,0";"8,20";"27,0";"";""
"10/07/2021";"1200";"11,6";"100,0";"1006,2";"0,0";"0,0";"0,0";"";"";"7,0";"0,0"
"10/07/2021";"1800";"26,4";"48,0";"1004,6";"0,7";"320,0";"4,0";"";"";"";""
"11/07/2021";"0000";"16,2";"89,0";"1005,6";"0,5";"50,0";"0,0";"5,90";"22,2";"";""
