"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"01/01/2022";"0000";"26,8";"57,0";"992,8";"3,0";"140,0";"3,0";"12,30";"37,0";"";""
"01/01/2022";"1200";"27,4";"68,0";"994,2";"2,0";"140,0";"0,0";"";"";"20,0";"0,0"
"01/01/2022";"1800";"37,0";"33,0";"991,6";"2,3";"140,0";"2,0";"";"";"";""
"02/01/2022";"0000";"30,0";"47,0";"991,9";"1,6";"90,0";"7,0";"6,10";"36,8";"";""
"02/01/2022";"1200";"27,2";"69,0";"994,6";"1,3";"90,0";"4,0";"";"";"20,4";"0,0"
"02/01/2022";"1800";"26,4";"81,0";"995,2";"3,3";"140,0";"10,0";"";"";"";""
"03/01/2022";"0000";"25,0";"86,0";"995,5";"3,6";"90,0";"10,0";"7,10";"34,2";"";""
"03/01/2022";"1200";"26,6";"77,0";"998,0";"1,6";"140,0";"8,0";"";"";"22,6";"11,4"
"03/01/2022";"1800";"33,6";"58,0";"995,1";"3,0";"140,0";"8,0";"";"";"";""
"04/01/2022";"0000";"28,2";"78,0";"994,4";"0,8";"90,0";"10,0";"0,90";"28,8";"";""
"04/01/2022";"1200";"22,8";"99,0";"995,5";"1,6";"140,0";"10,0";"";"";"21,8";"11,4"
"04/01/2022";"1800";"28,0";"75,0";"992,2";"1,6";"140,0";"10,0";"";"";"";""
"05/01/2022";"0000";"23,4";"94,0";"993,5";"1,3";"230,0";"10,0";"1,40";"26,8";"";""
"05/01/2022";"1200";"22,4";"94,0";"996,6";"1,3";"320,0";"10,0";"";"";"20,6";"4,9"
"05/01/2022";"1800";"26,0";"67,0";"996,8";"3,0";"180,0";"10,0";"";"";"";""
"06/01/2022";"0000";"23,4";"70,0";"999,0";"2,1";"140,0";"10,0";"12,20";"28,0";"";""
