"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"01/01/2024";"0000";"22,0";"69,0";"1002,3";"2,6";"90,0";"10,0";"11,30";"30,5";"";""
"01/01/2024";"1200";"21,0";"80,0";"1003,1";"3,0";"140,0";"2,0";"";"";"16,2";"0,0"
"01/01/2024";"1800";"29,4";"60,0";"1000,4";"3,0";"180,0";"8,0";"";"";"";""
"02/01/2024";"0000";"25,0";"78,0";"999,1";"0,7";"140,0";"0,0";"6,00";"30,0";"";""
"02/01/2024";"1200";"22,4";"91,0";"1000,3";"2,0";"140,0";"10,0";"";"";"20,8";"0,0"
"02/01/2024";"1800";"27,8";"65,0";"998,6";"4,1";"50,0";"8,0";"";"";"";""
"03/01/2024";"0000";"23,0";"88,0";"999,1";"2,6";"140,0";"0,0";"6,50";"29,5";"";""
"03/01/2024";"1200";"22,2";"81,0";"1001,8";"4,1";"140,0";"8,0";"";"";"19,8";"0,0"
"03/01/2024";"1800";"28,2";"63,0";"1000,2";"4,0";"140,0";"5,0";"";"";"";""
"04/01/2024";"0000";"22,6";"83,0";"1000,8";"3,3";"140,0";"5,0";"9,90";"29,0";"";""
"04/01/2024";"1200";"22,6";"81,0";"1003,0";"3,3";"140,0";"7,0";"";"";"19,6";"0,0"
"04/01/2024";"1800";"28,4";"56,0";"1001,4";"3,3";"140,0";"7,0";"";"";"";""
"05/01/2024";"0000";"24,6";"73,0";"1001,1";"5,0";"140,0";"7,0";"11,50";"30,5";"";""
"05/01/2024";"1200";"23,6";"80,0";"1001,6";"2,5";"140,0";"9,0";"";"";"20,6";"0,0"
"05/01/2024";"1800";"29,6";"62,0";"999,6";"3,3";"140,0";"7,0";"";"";"";""
"06/01/2024";"0000";"25,8";"72,0";"999,0";"3,3";"140,0";"0,0";"9,10";"33,0";"";""
"06/01/2024";"1200";"23,8";"77,0";"1000,3";"3,3";"140,0";"3,0";"";"";"20,8";"0,0"
"06/01/2024";"1800";"32,0";"61,0";"997,6";"2,6";"140,0";"5,0";"";"";"";""
"07/01/2024";"0000";"28,2";"75,0";"997,1";"0,7";"140,0";"1,0";"4,90";"35,0";"";""
"07/01/2024";"1200";"28,6";"79,0";"997,4";"0,8";"140,0";"7,0";"";"";"22,8";"0,0"
"07/01/2024";"1800";"34,0";"55,0";"996,7";"1,6";"360,0";"10,0";"";"";"";""
"08/01/2024";"0000";"28,2";"82,0";"995,6";"0,0";"0,0";"6,0";"1,30";"34,0";"";""
"08/01/2024";"1200";"25,4";"73,0";"997,1";"2,5";"230,0";"10,0";"";"";"23,4";"0,0"
"08/01/2024";"1800";"33,8";"43,0";"995,8";"3,3";"320,0";"9,0";"";"";"";""
"09/01/2024";"0000";"23,4";"82,0";"998,8";"0,0";"0,0";"10,0";"0,70";"28,0";"";""
"09/01/2024";"1200";"23,6";"86,0";"999,6";"1,3";"140,0";"9,0";"";"";"19,8";"0,0"
"09/01/2024";"1800";"26,0";"78,0";"1000,0";"1,3";"230,0";"10,0";"";"";"";""
"10/01/2024";"0000";"24,2";"88,0";"999,1";"2,0";"180,0";"8,0";"0,00";"28,6";"";""
"10/01/2024";"1200";"24,0";"85,0";"998,4";"0,7";"50,0";"10,0";"";"";"21,8";"0,0"
"10/01/2024";"1800";"27,6";"70,0";"999,2";"1,3";"230,0";"10,0";"";"";"";""
"11/01/2024";"0000";"23,2";"95,0";"998,3";"3,0";"50,0";"10,0";"0,00";"27,5";"";""
"11/01/2024";"1200";"23,4";"93,0";"999,5";"1,8";"140,0";"10,0";"";"";"22,0";"8,8"
"11/01/2024";"1800";"26,2";"81,0";"999,5";"2,1";"140,0";"10,0";"";"";"";""
"12/01/2024";"0000";"22,8";"90,0";"1000,6";"2,1";"140,0";"10,0";"10,50";"29,5";"";""
"12/01/2024";"1200";"22,2";"86,0";"1003,2";"3,3";"140,0";"9,0";"";"";"20,4";"0,2"
"12/01/2024";"1800";"28,8";"54,0";"1001,6";"3,3";"140,0";"5,0";"";"";"";""
"13/01/2024";"0000";"24,2";"69,0";"1001,9";"2,0";"140,0";"0,0";"11,00";"30,5";"";""
"13/01/2024";"1200";"21,2";"80,0";"1003,1";"3,5";"90,0";"5,0";"";"";"17,8";"0,0"
"13/01/2024";"1800";"29,4";"64,0";"999,4";"3,0";"140,0";"2,0";"";"";"";""
"14/01/2024";"0000";"25,6";"77,0";"998,8";"3,1";"140,0";"0,0";"6,30";"36,0";"";""
"14/01/2024";"1200";"27,4";"80,0";"999,4";"0,5";"360,0";"3,0";"";"";"20,2";"0,0"
"14/01/2024";"1800";"35,6";"36,0";"995,5";"1,8";"360,0";"10,0";"";"";"";""
"15/01/2024";"0000";"22,8";"88,0";"998,3";"3,3";"50,0";"7,0";"11,90";"32,5";"";""
"15/01/2024";"1200";"25,0";"84,0";"1001,6";"0,5";"90,0";"5,0";"";"";"19,8";"14,0"
"15/01/2024";"1800";"31,4";"66,0";"999,5";"2,1";"180,0";"4,0";"";"";"";""
"16/01/2024";"0000";"26,8";"83,0";"999,0";"1,0";"90,0";"0,0";"3,20";"33,0";"";""
"16/01/2024";"1200";"28,0";"79,0";"996,4";"4,1";"50,0";"5,0";"";"";"20,4";"0,0"
"16/01/2024";"1800";"32,6";"64,0";"995,4";"1,8";"90,0";"10,0";"";"";"";""
"17/01/2024";"0000";"21,6";"91,0";"999,8";"6,3";"180,0";"10,0";"0,10";"26,0";"";""
"17/01/2024";"1200";"21,8";"96,0";"1002,4";"2,0";"140,0";"10,0";"";"";"21,0";"36,0"
"17/01/2024";"1800";"25,0";"87,0";"1001,1";"3,5";"140,0";"10,0";"";"";"";""
"18/01/2024";"0000";"23,2";"95,0";"999,9";"1,6";"90,0";"8,0";"2,90";"29,5";"";""
"18/01/2024";"1200";"23,8";"97,0";"999,5";"2,1";"140,0";"10,0";"";"";"22,6";"3,5"
"18/01/2024";"1800";"27,8";"80,0";"997,4";"2,5";"90,0";"10,0";"";"";"";""
"19/01/2024";"0000";"26,0";"87,0";"997,9";"3,0";"50,0";"2,0";"10,10";"33,0";"";""
"19/01/2024";"1200";"";"91,0";"997,6";"0,7";"230,0";"10,0";"";"";"22,4";"0,0"
"19/01/2024";"1800";"32,4";"66,0";"996,3";"1,3";"320,0";"8,0";"";"";"";""
"20/01/2024";"0000";"27,4";"84,0";"995,8";"0,0";"0,0";"4,0";"3,80";"28,5";"";""
"20/01/2024";"1200";"23,8";"90,0";"999,4";"3,6";"180,0";"10,0";"";"";"23,2";"0,0"
"20/01/2024";"1800";"28,0";"76,0";"999,2";"2,5";"140,0";"7,0";"";"";"";""
"21/01/2024";"0000";"23,4";"85,0";"1000,6";"1,6";"140,0";"6,0";"7,70";"28,0";"";""
"21/01/2024";"1200";"22,6";"81,0";"1005,6";"3,6";"140,0";"8,0";"";"";"20,4";"0,0"
"21/01/2024";"1800";"26,6";"65,0";"1003,8";"4,5";"140,0";"7,0";"";"";"";""
"22/01/2024";"0000";"22,6";"65,0";"1005,9";"3,0";"140,0";"5,0";"10,90";"27,5";"";""
"22/01/2024";"1200";"21,4";"76,0";"1006,4";"4,6";"140,0";"6,0";"";"";"17,8";"0,0"
"22/01/2024";"1800";"27,0";"58,0";"1004,7";"5,0";"140,0";"8,0";"";"";"";""
"23/01/2024";"0000";"22,8";"70,0";"1005,6";"2,5";"140,0";"5,0";"11,70";"27,6";"";""
"23/01/2024";"1200";"21,6";"75,0";"1006,4";"3,0";"140,0";"2,0";"";"";"17,0";"0,0"
"23/01/2024";"1800";"27,0";"58,0";"1004,6";"4,0";"140,0";"8,0";"";"";"";""
"24/01/2024";"0000";"22,4";"73,0";"1003,5";"3,0";"140,0";"0,0";"11,90";"28,0";"";""
"24/01/2024";"1200";"21,0";"77,0";"1005,9";"3,3";"140,0";"2,0";"";"";"17,2";"0,0"
"24/01/2024";"1800";"27,2";"56,0";"1003,5";"5,0";"140,0";"6,0";"";"";"";""
"25/01/2024";"0000";"20,8";"79,0";"1004,7";"3,0";"140,0";"3,0";"11,40";"28,0";"";""
"25/01/2024";"1200";"21,2";"82,0";"1006,4";"3,3";"140,0";"7,0";"";"";"18,0";"0,0"
"25/01/2024";"1800";"27,4";"48,0";"1004,8";"5,0";"140,0";"5,0";"";"";"";""
"26/01/2024";"0000";"21,8";"67,0";"1005,8";"1,6";"90,0";"0,0";"11,20";"28,4";"";""
"26/01/2024";"1200";"21,2";"77,0";"1007,9";"2,5";"140,0";"2,0";"";"";"15,2";"0,0"
"26/01/2024";"1800";"25,8";"64,0";"1005,4";"2,6";"140,0";"7,0";"";"";"";""
"27/01/2024";"0000";"22,6";"72,0";"1004,8";"3,0";"140,0";"3,0";"11,00";"28,5";"";""
"27/01/2024";"1200";"22,2";"76,0";"1005,5";"3,3";"140,0";"3,0";"";"";"17,6";"0,0"
"27/01/2024";"1800";"27,0";"54,0";"1002,7";"2,5";"140,0";"7,0";"";"";"";""
"28/01/2024";"0000";"22,6";"75,0";"1002,7";"1,6";"140,0";"3,0";"8,50";"29,4";"";""
"28/01/2024";"1200";"21,0";"85,0";"1003,4";"3,0";"140,0";"10,0";"";"";"18,2";"0,0"
"28/01/2024";"1800";"28,8";"57,0";"1000,6";"2,5";"180,0";"6,0";"";"";"";""
"29/01/2024";"0000";"21,8";"86,0";"1000,6";"1,6";"140,0";"0,0";"11,30";"30,5";"";""
"29/01/2024";"1200";"23,0";"83,0";"1003,2";"2,0";"90,0";"5,0";"";"";"17,8";"0,0"
"29/01/2024";"1800";"29,8";"52,0";"1001,2";"2,0";"180,0";"3,0";"";"";"";""
"30/01/2024";"0000";"25,0";"79,0";"1000,3";"0,3";"180,0";"0,0";"11,60";"31,2";"";""
"30/01/2024";"1200";"24,4";"77,0";"1001,2";"1,3";"140,0";"0,0";"";"";"18,8";"0,0"
"30/01/2024";"1800";"30,4";"53,0";"1000,4";"3,0";"230,0";"6,0";"";"";"";""
"31/01/2024";"0000";"25,0";"76,0";"999,8";"0,8";"140,0";"0,0";"11,60";"31,5";"";""
"31/01/2024";"1200";"22,6";"83,0";"1002,7";"1,6";"140,0";"0,0";"";"";"16,2";"0,0"
"31/01/2024";"1800";"31,0";"46,0";"1001,6";"3,0";"140,0";"3,0";"";"";"";""
"01/02/2024";"0000";"24,6";"74,0";"1001,2";"0,0";"0,0";"0,0";"9,40";"32,5";"";""
"01/02/2024";"1200";"21,6";"89,0";"1006,2";"2,6";"140,0";"10,0";"";"";"18,6";"0,0"
"01/02/2024";"1800";"31,4";"43,0";"1004,3";"3,6";"140,0";"0,0";"";"";"";""
"02/02/2024";"0000";"26,2";"66,0";"1004,4";"0,5";"90,0";"0,0";"10,10";"32,5";"";""
"02/02/2024";"1200";"21,6";"91,0";"1007,2";"2,6";"140,0";"8,8";"";"";"20,2";"0,0"
"02/02/2024";"1800";"32,0";"57,0";"1003,9";"3,6";"140,0";"2,5";"";"";"";""
"03/02/2024";"0000";"26,4";"64,0";"1003,2";"1,5";"90,0";"0,0";"7,50";"36,5";"";""
"03/02/2024";"1200";"25,0";"81,0";"1003,2";"1,5";"140,0";"0,0";"";"";"20,0";"0,0"
"03/02/2024";"1800";"35,2";"50,0";"1001,0";"1,5";"270,0";"7,5";"";"";"";""
"04/02/2024";"0000";"23,6";"95,0";"1001,1";"0,5";"50,0";"8,8";"6,20";"35,5";"";""
"04/02/2024";"1200";"26,4";"89,0";"1003,5";"1,0";"230,0";"7,5";"";"";"22,0";"42,0"
"04/02/2024";"1800";"35,0";"59,0";"1000,4";"1,5";"230,0";"10,0";"";"";"";""
"05/02/2024";"0000";"22,4";"81,0";"1000,8";"2,6";"50,0";"10,0";"9,80";"31,0";"";""
"05/02/2024";"1200";"22,6";"88,0";"1004,0";"1,0";"90,0";"10,0";"";"";"19,6";"5,7"
"05/02/2024";"1800";"30,4";"76,0";"1002,6";"3,1";"180,0";"7,5";"";"";"";""
"06/02/2024";"0000";"27,2";"89,0";"1002,3";"0,5";"90,0";"7,5";"7,50";"31,5";"";""
"06/02/2024";"1200";"23,4";"91,0";"1005,4";"2,1";"140,0";"10,0";"";"";"22,4";"0,0"
"06/02/2024";"1800";"31,0";"73,0";"1002,4";"1,5";"140,0";"10,0";"";"";"";""
"07/02/2024";"0000";"27,6";"85,0";"1002,2";"0,0";"0,0";"0,0";"8,30";"32,5";"";""
