"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"01/01/2023";"0000";"28,4";"55,0";"999,4";"0,0";"0,0";"0,0";"9,60";"38,4";"";""
"01/01/2023";"1200";"27,8";"67,0";"1000,3";"1,3";"140,0";"2,0";"";"";"19,8";"0,0"
"01/01/2023";"1800";"37,6";"35,0";"996,2";"0,5";"360,0";"7,0";"";"";"";""
"02/01/2023";"0000";"25,0";"81,0";"995,6";"2,3";"90,0";"10,0";"8,50";"32,0";"";""
"02/01/2023";"1200";"27,2";"79,0";"997,9";"1,5";"360,0";"5,0";"";"";"22,8";"7,5"
"02/01/2023";"1800";"31,4";"63,0";"995,0";"2,5";"270,0";"6,0";"";"";"";""
"03/01/2023";"0000";"26,6";"60,0";"995,6";"1,3";"270,0";"3,0";"7,70";"30,2";"";""
"03/01/2023";"1200";"23,4";"70,0";"999,6";"1,0";"140,0";"0,0";"";"";"16,4";"0,0"
"03/01/2023";"1800";"30,2";"31,0";"995,0";"2,5";"230,0";"10,0";"";"";"";""
"04/01/2023";"0000";"23,2";"64,0";"996,8";"0,0";"0,0";"7,0";"11,90";"33,2";"";""
"04/01/2023";"1200";"24,8";"58,0";"1000,8";"1,6";"180,0";"2,0";"";"";"16,6";"0,0"
"04/01/2023";"1800";"32,2";"33,0";"999,0";"2,5";"140,0";"5,0";"";"";"";""
"05/01/2023";"0000";"25,2";"62,0";"998,6";"0,0";"0,0";"2,0";"12,50";"33,4";"";""
"05/01/2023";"1200";"23,8";"69,0";"1003,4";"2,0";"90,0";"0,0";"";"";"17,0";"0,0"
"05/01/2023";"1800";"33,0";"32,0";"1001,9";"3,1";"140,0";"3,0";"";"";"";""
"06/01/2023";"0000";"25,6";"57,0";"1002,3";"0,0";"0,0";"0,0";"12,40";"31,6";"";""
"06/01/2023";"1200";"23,6";"73,0";"1006,7";"3,3";"140,0";"0,0";"";"";"18,8";"0,0"
"06/01/2023";"1800";"31,4";"32,0";"1004,8";"4,1";"90,0";"0,0";"";"";"";""
"07/01/2023";"0000";"25,2";"58,0";"1004,3";"2,5";"50,0";"0,0";"12,40";"30,6";"";""
"07/01/2023";"1200";"24,0";"63,0";"1009,4";"3,3";"90,0";"0,0";"";"";"17,6";"0,0"
"07/01/2023";"1800";"30,2";"37,0";"1006,4";"3,3";"90,0";"0,0";"";"";"";""
"08/01/2023";"0000";"25,0";"64,0";"1005,8";"3,3";"90,0";"0,0";"12,00";"31,6";"";""
"08/01/2023";"1200";"24,0";"69,0";"1007,5";"2,5";"90,0";"0,0";"";"";"18,2";"0,0"
"08/01/2023";"1800";"31,2";"41,0";"1004,4";"3,3";"90,0";"3,0";"";"";"";""
"09/01/2023";"0000";"29,0";"60,0";"1003,2";"1,3";"90,0";"0,0";"12,30";"33,8";"";""
"09/01/2023";"1200";"22,6";"78,0";"1003,9";"3,0";"140,0";"0,0";"";"";"17,4";"0,0"
"09/01/2023";"1800";"33,4";"39,0";"999,6";"3,3";"140,0";"4,0";"";"";"";""
"10/01/2023";"0000";"27,8";"52,0";"998,4";"0,0";"0,0";"6,0";"1,40";"28,0";"";""
"10/01/2023";"1200";"22,6";"84,0";"1001,2";"1,8";"140,0";"9,0";"";"";"20,0";"0,0"
"10/01/2023";"1800";"24,2";"87,0";"998,3";"0,5";"230,0";"9,0";"";"";"";""
"11/01/2023";"0000";"24,0";"65,0";"998,3";"2,0";"50,0";"10,0";"12,00";"36,0";"";""
"11/01/2023";"1200";"25,6";"63,0";"999,9";"1,6";"230,0";"0,0";"";"";"20,0";"11,2"
"11/01/2023";"1800";"34,6";"40,0";"997,0";"3,3";"230,0";"2,0";"";"";"";""
"12/01/2023";"0000";"27,2";"67,0";"995,5";"0,8";"90,0";"0,0";"3,30";"33,0";"";""
"12/01/2023";"1200";"26,2";"70,0";"997,4";"0,5";"90,0";"9,0";"";"";"21,8";"0,0"
"12/01/2023";"1800";"33,0";"47,0";"994,6";"3,0";"230,0";"7,0";"";"";"";""
"13/01/2023";"0000";"27,4";"55,0";"994,0";"2,5";"50,0";"10,0";"0,00";"28,0";"";""
"13/01/2023";"1200";"22,6";"89,0";"995,6";"1,6";"50,0";"10,0";"";"";"21,2";"0,4"
"13/01/2023";"1800";"26,2";"71,0";"994,2";"2,6";"320,0";"10,0";"";"";"";""
"14/01/2023";"0000";"22,4";"88,0";"995,0";"1,8";"320,0";"10,0";"4,40";"28,8";"";""
"14/01/2023";"1200";"18,6";"98,0";"999,6";"1,3";"320,0";"10,0";"";"";"18,2";"1,6"
"14/01/2023";"1800";"25,4";"73,0";"999,2";"2,1";"50,0";"8,0";"";"";"";""
"15/01/2023";"0000";"24,8";"74,0";"998,8";"1,3";"50,0";"10,0";"8,80";"31,4";"";""
"15/01/2023";"1200";"22,2";"87,0";"1003,0";"2,1";"140,0";"9,0";"";"";"20,4";"4,0"
"15/01/2023";"1800";"30,0";"51,0";"1000,6";"3,3";"180,0";"3,0";"";"";"";""
"16/01/2023";"0000";"26,2";"73,0";"1000,4";"1,6";"50,0";"0,0";"10,90";"34,2";"";""
"16/01/2023";"1200";"24,2";"84,0";"1003,4";"2,3";"140,0";"4,0";"";"";"19,2";"0,0"
"16/01/2023";"1800";"33,2";"50,0";"1001,0";"2,5";"90,0";"5,0";"";"";"";""
"17/01/2023";"0000";"28,8";"67,0";"1001,5";"3,3";"140,0";"1,0";"11,00";"35,2";"";""
"17/01/2023";"1200";"24,4";"85,0";"1004,7";"2,5";"140,0";"5,0";"";"";"20,8";"0,0"
"17/01/2023";"1800";"34,4";"46,0";"1001,4";"3,3";"180,0";"3,0";"";"";"";""
"18/01/2023";"0000";"27,4";"69,0";"1004,3";"4,5";"140,0";"0,0";"9,60";"32,4";"";""
"18/01/2023";"1200";"24,0";"83,0";"1006,4";"3,3";"140,0";"10,0";"";"";"22,0";"0,0"
"18/01/2023";"1800";"32,4";"55,0";"1003,6";"5,0";"140,0";"3,0";"";"";"";""
"19/01/2023";"0000";"26,0";"76,0";"1005,1";"4,0";"140,0";"0,0";"9,50";"33,6";"";""
"19/01/2023";"1200";"25,6";"82,0";"1004,8";"3,3";"140,0";"9,0";"";"";"22,8";"0,0"
"19/01/2023";"1800";"33,0";"54,0";"1001,9";"3,3";"140,0";"9,0";"";"";"";""
"20/01/2023";"0000";"28,2";"69,0";"1000,8";"3,6";"90,0";"0,0";"10,90";"35,6";"";""
"20/01/2023";"1200";"25,4";"81,0";"1000,4";"3,0";"140,0";"7,0";"";"";"21,8";"0,0"
"20/01/2023";"1800";"35,0";"46,0";"996,0";"3,8";"180,0";"4,0";"";"";"";""
"21/01/2023";"0000";"28,6";"64,0";"995,2";"1,6";"90,0";"0,0";"3,60";"34,2";"";""
"21/01/2023";"1200";"26,8";"78,0";"995,2";"2,0";"140,0";"7,0";"";"";"22,4";"0,0"
"21/01/2023";"1800";"23,2";"93,0";"995,4";"1,3";"140,0";"10,0";"";"";"";""
"22/01/2023";"0000";"24,6";"93,0";"994,3";"0,0";"0,0";"10,0";"12,00";"34,0";"";""
"22/01/2023";"1200";"25,8";"86,0";"996,2";"1,3";"230,0";"4,0";"";"";"22,4";"36,2"
"22/01/2023";"1800";"33,2";"51,0";"994,8";"1,8";"230,0";"3,0";"";"";"";""
"23/01/2023";"0000";"27,6";"63,0";"994,8";"0,0";"0,0";"2,0";"12,10";"36,4";"";""
