"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"19/07/2022";"1200";"9,2";"100,0";"1013,9";"2,0";"140,0";"10,0";"";"";"7,4";"0,0"
"19/07/2022";"1800";"12,2";"91,0";"1012,3";"2,0";"140,0";"10,0";"";"";"";""
"20/07/2022";"0000";"10,2";"97,0";"1010,7";"0,0";"0,0";"8,0";"4,90";"19,2";"";""
"20/07/2022";"1200";"10,4";"100,0";"1008,8";"2,3";"140,0";"10,0";"";"";"9,4";"0,0"
"20/07/2022";"1800";"18,4";"82,0";"1003,8";"3,3";"140,0";"0,0";"";"";"";""
"21/07/2022";"0000";"16,8";"94,0";"1003,1";"0,8";"90,0";"0,0";"1,70";"28,2";"";""
"21/07/2022";"1200";"23,6";"66,0";"1002,4";"4,0";"360,0";"9,0";"";"";"14,8";"0,0"
"21/07/2022";"1800";"27,4";"55,0";"1001,0";"4,1";"360,0";"9,0";"";"";"";""
"22/07/2022";"0000";"20,0";"93,0";"1002,7";"1,3";"140,0";"10,0";"1,80";"25,4";"";""
"22/07/2022";"1200";"19,4";"80,0";"1001,8";"1,6";"230,0";"8,0";"";"";"16,8";"0,0"
"22/07/2022";"1800";"24,8";"75,0";"1000,7";"0,5";"230,0";"9,0";"";"";"";""
"23/07/2022";"0000";"18,4";"98,0";"1003,8";"1,3";"230,0";"10,0";"4,40";"24,4";"";""
"23/07/2022";"1200";"16,8";"100,0";"1003,8";"0,5";"90,0";"8,0";"";"";"16,4";"15,9"
"23/07/2022";"1800";"23,6";"76,0";"1000,8";"1,6";"140,0";"8,0";"";"";"";""
"24/07/2022";"0000";"20,4";"94,0";"1001,4";"0,8";"140,0";"6,0";"3,10";"25,2";"";""
"24/07/2022";"1200";"17,4";"100,0";"1004,3";"0,5";"140,0";"8,0";"";"";"17,4";"0,0"
"24/07/2022";"1800";"24,8";"77,0";"1003,0";"0,5";"140,0";"8,0";"";"";"";""
"25/07/2022";"0000";"20,0";"94,0";"1004,4";"1,3";"140,0";"0,0";"9,00";"26,0";"";""
"25/07/2022";"1200";"18,0";"96,0";"1006,7";"1,6";"90,0";"2,0";"";"";"16,0";"0,0"
"25/07/2022";"1800";"25,8";"72,0";"1005,9";"2,1";"140,0";"0,0";"";"";"";""
"26/07/2022";"0000";"20,4";"92,0";"1007,4";"2,1";"140,0";"3,0";"5,30";"22,8";"";""
"26/07/2022";"1200";"17,2";"98,0";"1007,8";"2,0";"140,0";"10,0";"";"";"16,6";"0,0"
"26/07/2022";"1800";"22,4";"83,0";"1006,8";"2,5";"140,0";"10,0";"";"";"";""
"27/07/2022";"0000";"18,2";"96,0";"1007,1";"1,3";"140,0";"0,0";"5,70";"25,4";"";""
"27/07/2022";"1200";"16,2";"100,0";"1006,2";"0,8";"140,0";"10,0";"";"";"15,8";"0,2"
"27/07/2022";"1800";"25,0";"74,0";"1001,1";"1,0";"230,0";"10,0";"";"";"";""
"28/07/2022";"0000";"19,0";"96,0";"999,9";"1,0";"140,0";"10,0";"0,00";"25,0";"";""
"28/07/2022";"1200";"17,6";"98,0";"997,2";"1,3";"140,0";"9,0";"";"";"13,4";"0,0"
"28/07/2022";"1800";"18,2";"94,0";"997,2";"2,5";"230,0";"10,0";"";"";"";""
"29/07/2022";"0000";"13,4";"84,0";"1002,4";"2,1";"270,0";"10,0";"9,10";"17,2";"";""
"29/07/2022";"1200";"10,2";"82,0";"1007,6";"1,6";"320,0";"7,0";"";"";"8,6";"23,2"
"29/07/2022";"1800";"16,4";"66,0";"1005,8";"1,6";"270,0";"3,0";"";"";"";""
"30/07/2022";"0000";"10,2";"92,0";"1007,5";"0,0";"0,0";"0,0";"9,30";"18,4";"";""
"30/07/2022";"1200";"7,6";"100,0";"1009,8";"0,0";"0,0";"5,0";"";"";"4,8";"0,0"
"30/07/2022";"1800";"18,0";"64,0";"1006,7";"2,0";"140,0";"8,0";"";"";"";""
"31/07/2022";"0000";"10,4";"92,0";"1008,0";"0,3";"140,0";"0,0";"5,20";"19,0";"";""
"31/07/2022";"1200";"7,2";"100,0";"1007,6";"1,0";"90,0";"10,0";"";"";"6,2";"0,0"
"31/07/2022";"1800";"18,2";"76,0";"1005,4";"1,3";"230,0";"9,0";"";"";"";""
"01/08/2022";"0000";"11,8";"96,0";"1006,4";"0,5";"90,0";"0,0";"4,10";"16,8";"";""
"01/08/2022";"1200";"7,4";"100,0";"1005,9";"0,0";"0,0";"10,0";"";"";"7,2";"0,0"
"01/08/2022";"1800";"15,4";"87,0";"1004,2";"1,6";"140,0";"0,0";"";"";"";""
"02/08/2022";"0000";"12,0";"100,0";"1004,8";"0,5";"140,0";"10,0";"0,00";"15,0";"";""
"02/08/2022";"1200";"12,0";"100,0";"1005,4";"1,3";"140,0";"10,0";"";"";"11,4";"0,0"
"02/08/2022";"1800";"14,6";"93,0";"1003,6";"2,6";"140,0";"10,0";"";"";"";""
"03/08/2022";"0000";"14,6";"100,0";"1004,4";"2,6";"180,0";"10,0";"0,70";"20,4";"";""
"03/08/2022";"1200";"13,8";"100,0";"1003,2";"3,6";"140,0";"10,0";"";"";"13,8";"0,6"
"03/08/2022";"1800";"20,0";"85,0";"999,9";"1,6";"140,0";"10,0";"";"";"";""
"04/08/2022";"0000";"17,8";"96,0";"998,2";"2,3";"140,0";"10,0";"5,30";"24,8";"";""
"04/08/2022";"1200";"16,2";"96,0";"996,6";"1,3";"230,0";"10,0";"";"";"12,8";"42,0"
"04/08/2022";"1800";"24,2";"62,0";"993,4";"4,0";"360,0";"6,0";"";"";"";""
"05/08/2022";"0000";"12,8";"97,0";"1001,6";"1,6";"270,0";"10,0";"4,70";"15,4";"";""
"05/08/2022";"1200";"11,4";"95,0";"1007,0";"0,8";"230,0";"9,0";"";"";"8,4";"3,8"
"05/08/2022";"1800";"15,0";"64,0";"1006,6";"0,8";"230,0";"7,0";"";"";"";""
"06/08/2022";"0000";"8,4";"94,0";"1008,7";"0,8";"320,0";"0,0";"1,70";"13,2";"";""
"06/08/2022";"1200";"7,8";"100,0";"1008,4";"2,0";"230,0";"10,0";"";"";"5,4";"0,0"
"06/08/2022";"1800";"12,8";"77,0";"1004,2";"2,8";"140,0";"10,0";"";"";"";""
"07/08/2022";"0000";"11,6";"86,0";"1005,1";"3,3";"140,0";"10,0";"0,00";"14,8";"";""
"07/08/2022";"1200";"11,6";"95,0";"1005,8";"1,6";"140,0";"10,0";"";"";"11,0";"0,3"
"07/08/2022";"1800";"14,6";"87,0";"1003,8";"2,0";"140,0";"10,0";"";"";"";""
"08/08/2022";"0000";"14,2";"89,0";"1006,0";"3,3";"140,0";"10,0";"0,00";"15,6";"";""
"08/08/2022";"1200";"13,0";"93,0";"1009,9";"2,3";"140,0";"10,0";"";"";"10,4";"0,0"
"08/08/2022";"1800";"15,0";"87,0";"1007,8";"2,5";"180,0";"10,0";"";"";"";""
"09/08/2022";"0000";"13,8";"86,0";"1009,5";"1,6";"140,0";"10,0";"0,00";"13,8";"";""
"09/08/2022";"1200";"12,0";"95,0";"1012,2";"2,0";"140,0";"10,0";"";"";"10,8";"6,3"
"09/08/2022";"1800";"12,2";"98,0";"1010,8";"3,3";"140,0";"10,0";"";"";"";""
"10/08/2022";"0000";"11,2";"93,0";"1002,6";"4,0";"180,0";"10,0";"5,30";"16,8";"";""
"10/08/2022";"1200";"9,8";"84,0";"1014,7";"3,3";"180,0";"8,0";"";"";"9,6";"9,7"
"10/08/2022";"1800";"15,6";"71,0";"1012,7";"3,3";"180,0";"7,0";"";"";"";""
"11/08/2022";"0000";"9,6";"95,0";"1012,7";"0,5";"320,0";"5,0";"6,30";"17,8";"";""
"11/08/2022";"1200";"7,8";"100,0";"1014,7";"1,0";"140,0";"10,0";"";"";"4,6";"0,0"
"11/08/2022";"1800";"17,2";"70,0";"1012,0";"3,3";"140,0";"2,0";"";"";"";""
"12/08/2022";"0000";"12,4";"91,0";"1011,2";"1,0";"90,0";"0,0";"8,50";"22,6";"";""
"12/08/2022";"1200";"11,8";"96,0";"1010,2";"2,5";"50,0";"7,0";"";"";"8,2";"0,0"
"12/08/2022";"1800";"22,6";"54,0";"1006,4";"2,8";"50,0";"8,0";"";"";"";""
"13/08/2022";"0000";"14,2";"91,0";"1006,3";"0,8";"90,0";"10,0";"5,10";"23,0";"";""
"13/08/2022";"1200";"17,6";"71,0";"1008,0";"1,3";"140,0";"10,0";"";"";"12,0";"0,0"
"13/08/2022";"1800";"23,0";"59,0";"1006,0";"3,3";"50,0";"9,0";"";"";"";""
"14/08/2022";"0000";"16,0";"89,0";"1006,6";"0,7";"90,0";"0,0";"2,90";"22,2";"";""
"14/08/2022";"1200";"13,0";"100,0";"1004,8";"1,3";"140,0";"10,0";"";"";"12,4";"0,0"
"14/08/2022";"1800";"22,2";"67,0";"1001,2";"1,6";"50,0";"10,0";"";"";"";""
"15/08/2022";"0000";"18,0";"90,0";"998,2";"2,5";"90,0";"5,0";"0,00";"25,4";"";""
"15/08/2022";"1200";"22,2";"67,0";"992,3";"1,0";"90,0";"10,0";"";"";"15,8";"3,9"
"15/08/2022";"1800";"21,2";"75,0";"990,2";"2,1";"90,0";"10,0";"";"";"";""
"16/08/2022";"0000";"18,0";"98,0";"994,0";"1,6";"270,0";"10,0";"7,50";"19,4";"";""
"16/08/2022";"1200";"11,6";"98,0";"1001,6";"1,3";"270,0";"10,0";"";"";"11,4";"2,8"
"16/08/2022";"1800";"19,0";"70,0";"999,6";"1,6";"180,0";"5,0";"";"";"";""
"17/08/2022";"0000";"13,2";"93,0";"1000,0";"0,0";"0,0";"0,0";"4,00";"22,2";"";""
"17/08/2022";"1200";"13,6";"100,0";"997,2";"2,8";"140,0";"10,0";"";"";"11,4";"0,0"
"17/08/2022";"1800";"21,0";"85,0";"993,9";"1,3";"320,0";"8,0";"";"";"";""
"18/08/2022";"0000";"17,8";"96,0";"994,6";"0,0";"0,0";"10,0";"6,60";"18,2";"";""
"18/08/2022";"1200";"10,2";"79,0";"1005,4";"2,1";"270,0";"8,0";"";"";"8,8";"0,0"
"18/08/2022";"1800";"13,0";"49,0";"1007,9";"2,0";"230,0";"6,0";"";"";"";""
"19/08/2022";"0000";"8,8";"70,0";"1014,2";"1,6";"320,0";"4,0";"9,60";"14,0";"";""
"19/08/2022";"1200";"7,4";"72,0";"1022,2";"1,5";"360,0";"0,0";"";"";"2,0";"0,0"
"19/08/2022";"1800";"13,4";"46,0";"1020,2";"1,6";"320,0";"0,0";"";"";"";""
"20/08/2022";"0000";"6,2";"88,0";"1020,2";"0,7";"50,0";"0,0";"9,90";"16,2";"";""
"20/08/2022";"1200";"5,6";"94,0";"1019,9";"1,3";"140,0";"0,0";"";"";"1,2";"0,0"
"20/08/2022";"1800";"15,8";"56,0";"1015,5";"2,8";"140,0";"0,0";"";"";"";""
"21/08/2022";"0000";"8,8";"84,0";"1015,8";"0,5";"140,0";"0,0";"7,00";"20,0";"";""
"21/08/2022";"1200";"6,0";"100,0";"1016,6";"1,5";"140,0";"10,0";"";"";"3,8";"0,0"
"21/08/2022";"1800";"19,8";"59,0";"1013,5";"2,5";"180,0";"1,0";"";"";"";""
"22/08/2022";"0000";"12,2";"88,0";"1014,2";"0,3";"90,0";"0,0";"6,70";"16,2";"";""
"22/08/2022";"1200";"11,2";"96,0";"1013,6";"1,8";"140,0";"7,0";"";"";"7,2";"0,0"
"22/08/2022";"1800";"15,6";"77,0";"1011,0";"2,5";"140,0";"0,0";"";"";"";""
"23/08/2022";"0000";"11,4";"95,0";"1011,8";"0,5";"90,0";"0,0";"5,00";"21,0";"";""
"23/08/2022";"1200";"10,0";"100,0";"1012,3";"1,6";"140,0";"10,0";"";"";"8,4";"0,0"
"23/08/2022";"1800";"19,8";"77,0";"1009,0";"1,6";"90,0";"5,0";"";"";"";""
"24/08/2022";"0000";"14,8";"95,0";"1008,0";"0,5";"90,0";"2,0";"3,00";"22,2";"";""
"24/08/2022";"1200";"14,6";"98,0";"1009,5";"0,0";"0,0";"7,0";"";"";"11,6";"0,0"
"24/08/2022";"1800";"22,2";"75,0";"1007,4";"0,8";"140,0";"10,0";"";"";"";""
"25/08/2022";"0000";"18,8";"88,0";"1006,6";"1,3";"140,0";"8,0";"9,30";"30,0";"";""
"25/08/2022";"1200";"20,0";"69,0";"1007,1";"3,3";"90,0";"5,0";"";"";"13,8";"0,0"
"25/08/2022";"1800";"30,0";"42,0";"1004,6";"3,0";"50,0";"0,0";"";"";"";""
"26/08/2022";"0000";"21,6";"82,0";"1005,9";"1,0";"140,0";"0,0";"6,40";"26,4";"";""
"26/08/2022";"1200";"19,8";"80,0";"1009,0";"1,0";"90,0";"8,0";"";"";"16,6";"0,0"
"26/08/2022";"1800";"25,8";"56,0";"1003,4";"1,5";"140,0";"8,0";"";"";"";""
"27/08/2022";"0000";"19,2";"90,0";"1002,3";"0,7";"90,0";"0,0";"9,70";"32,0";"";""
"27/08/2022";"1200";"24,4";"49,0";"999,9";"3,0";"360,0";"0,0";"";"";"16,8";"0,0"
"27/08/2022";"1800";"31,4";"36,0";"997,5";"3,0";"320,0";"7,0";"";"";"";""
"28/08/2022";"0000";"23,4";"75,0";"1001,6";"1,8";"230,0";"10,0";"3,30";"23,4";"";""
"28/08/2022";"1200";"10,0";"74,0";"1014,7";"5,0";"180,0";"10,0";"";"";"8,8";"5,5"
"28/08/2022";"1800";"13,0";"55,0";"1016,8";"3,3";"230,0";"7,0";"";"";"";""
"29/08/2022";"0000";"8,8";"70,0";"1019,9";"3,3";"180,0";"0,0";"9,60";"14,4";"";""
"29/08/2022";"1200";"6,6";"88,0";"1022,0";"0,5";"140,0";"5,0";"";"";"3,0";"0,0"
"29/08/2022";"1800";"13,4";"58,0";"1019,2";"4,6";"140,0";"0,0";"";"";"";""
"30/08/2022";"0000";"8,8";"82,0";"1019,0";"1,3";"140,0";"0,0";"9,90";"18,4";"";""
"30/08/2022";"1200";"9,4";"89,0";"1016,8";"2,1";"140,0";"0,0";"";"";"6,8";"0,0"
"30/08/2022";"1800";"18,0";"62,0";"1011,8";"3,3";"180,0";"0,0";"";"";"";""
"31/08/2022";"0000";"13,4";"86,0";"1011,9";"0,3";"140,0";"0,0";"9,50";"23,6";"";""
"31/08/2022";"1200";"13,0";"86,0";"1010,6";"1,6";"140,0";"7,0";"";"";"9,0";"0,0"
"31/08/2022";"1800";"22,8";"46,0";"1005,8";"1,6";"140,0";"7,0";"";"";"";""
"01/09/2022";"0000";"16,4";"79,0";"1004,2";"1,0";"140,0";"0,0";"6,20";"28,6";"";""
"01/09/2022";"1200";"19,0";"66,0";"1002,8";"2,5";"90,0";"5,0";"";"";"13,0";"0,0"
"01/09/2022";"1800";"28,4";"53,0";"998,3";"1,6";"230,0";"7,0";"";"";"";""
"02/09/2022";"0000";"20,6";"78,0";"998,3";"1,6";"140,0";"8,0";"2,70";"20,6";"";""
"02/09/2022";"1200";"16,4";"94,0";"1003,9";"0,5";"320,0";"10,0";"";"";"15,0";"38,2"
"02/09/2022";"1800";"18,8";"68,0";"1005,0";"3,0";"230,0";"9,0";"";"";"";""
"03/09/2022";"0000";"15,0";"83,0";"1009,4";"1,8";"230,0";"9,0";"7,40";"15,4";"";""
"03/09/2022";"1200";"8,6";"92,0";"1014,8";"2,5";"180,0";"10,0";"";"";"6,2";"0,0"
"03/09/2022";"1800";"14,8";"52,0";"1014,2";"1,6";"180,0";"0,0";"";"";"";""
"04/09/2022";"0000";"8,8";"89,0";"1014,8";"0,0";"0,0";"0,0";"10,00";"17,0";"";""
"04/09/2022";"1200";"7,6";"100,0";"1017,1";"1,6";"140,0";"0,0";"";"";"3,0";"0,0"
"04/09/2022";"1800";"16,6";"57,0";"1013,2";"3,3";"140,0";"0,0";"";"";"";""
"05/09/2022";"0000";"10,4";"89,0";"1014,0";"0,7";"360,0";"0,0";"6,70";"20,0";"";""
"05/09/2022";"1200";"10,0";"100,0";"1013,8";"2,0";"90,0";"10,0";"";"";"8,6";"0,0"
"05/09/2022";"1800";"19,4";"62,0";"1011,8";"3,8";"140,0";"8,0";"";"";"";""
"06/09/2022";"0000";"14,4";"89,0";"1012,4";"0,3";"90,0";"8,0";"7,30";"22,2";"";""
"06/09/2022";"1200";"14,0";"95,0";"1011,8";"1,6";"140,0";"10,0";"";"";"13,6";"0,0"
"06/09/2022";"1800";"21,6";"64,0";"1007,4";"2,1";"140,0";"8,0";"";"";"";""
"07/09/2022";"0000";"17,2";"88,0";"1006,3";"1,0";"90,0";"5,0";"7,30";"25,6";"";""
"07/09/2022";"1200";"17,4";"86,0";"1004,0";"1,6";"50,0";"7,0";"";"";"15,0";"0,0"
"07/09/2022";"1800";"25,2";"51,0";"999,0";"3,1";"360,0";"4,0";"";"";"";""
"08/09/2022";"0000";"17,2";"80,0";"998,6";"0,5";"140,0";"0,0";"4,80";"25,4";"";""
"08/09/2022";"1200";"18,8";"83,0";"998,7";"3,0";"140,0";"8,0";"";"";"14,4";"0,0"
"08/09/2022";"1800";"25,0";"68,0";"993,1";"3,8";"140,0";"10,0";"";"";"";""
"09/09/2022";"0000";"21,6";"88,0";"992,0";"1,8";"140,0";"5,0";"0,00";"30,8";"";""
"09/09/2022";"1200";"23,6";"81,0";"995,4";"0,8";"230,0";"10,0";"";"";"12,4";"0,3"
"09/09/2022";"1800";"17,2";"86,0";"998,4";"3,0";"270,0";"10,0";"";"";"";""
"10/09/2022";"0000";"12,4";"93,0";"1007,4";"2,0";"270,0";"10,0";"10,20";"16,8";"";""
"10/09/2022";"1200";"10,0";"69,0";"1013,1";"1,5";"270,0";"0,0";"";"";"4,6";"3,8"
"10/09/2022";"1800";"15,8";"52,0";"1010,7";"2,5";"270,0";"0,0";"";"";"";""
"11/09/2022";"0000";"9,0";"89,0";"1011,9";"0,0";"0,0";"0,0";"8,30";"18,4";"";""
"11/09/2022";"1200";"10,0";"84,0";"1011,2";"2,6";"140,0";"2,0";"";"";"3,4";"0,0"
"11/09/2022";"1800";"18,0";"50,0";"1006,4";"4,1";"140,0";"5,0";"";"";"";""
"12/09/2022";"0000";"14,4";"63,0";"1006,3";"2,3";"140,0";"5,0";"4,60";"20,6";"";""
"12/09/2022";"1200";"12,4";"89,0";"1003,2";"2,5";"140,0";"10,0";"";"";"10,8";"0,0"
"12/09/2022";"1800";"20,2";"71,0";"1000,2";"2,6";"230,0";"10,0";"";"";"";""
"13/09/2022";"0000";"16,0";"91,0";"1001,5";"0,0";"0,0";"10,0";"6,90";"21,4";"";""
"13/09/2022";"1200";"11,8";"93,0";"1005,1";"1,6";"270,0";"10,0";"";"";"11,2";"0,0"
"13/09/2022";"1800";"19,6";"64,0";"1002,6";"1,3";"180,0";"6,0";"";"";"";""
"14/09/2022";"0000";"14,8";"89,0";"1005,2";"0,0";"0,0";"3,0";"2,20";"19,8";"";""
"14/09/2022";"1200";"14,6";"89,0";"1009,6";"2,5";"140,0";"10,0";"";"";"12,8";"0,0"
"14/09/2022";"1800";"18,8";"65,0";"1008,8";"3,0";"140,0";"9,0";"";"";"";""
"15/09/2022";"0000";"16,2";"81,0";"1010,0";"1,8";"140,0";"10,0";"3,80";"21,2";"";""
"15/09/2022";"1200";"13,2";"91,0";"1013,5";"1,3";"90,0";"9,0";"";"";"12,2";"0,0"
"15/09/2022";"1800";"20,8";"61,0";"1010,8";"4,1";"90,0";"8,0";"";"";"";""
"16/09/2022";"0000";"15,4";"87,0";"1011,8";"0,7";"140,0";"5,0";"9,90";"22,8";"";""
"16/09/2022";"1200";"16,2";"83,0";"1011,9";"4,6";"140,0";"2,0";"";"";"13,4";"0,0"
"16/09/2022";"1800";"22,0";"60,0";"1009,8";"3,6";"180,0";"2,0";"";"";"";""
"17/09/2022";"0000";"17,4";"76,0";"1009,9";"2,5";"140,0";"0,0";"10,30";"23,8";"";""
"17/09/2022";"1200";"15,4";"83,0";"1011,2";"3,3";"140,0";"4,0";"";"";"11,8";"0,0"
"17/09/2022";"1800";"23,0";"53,0";"1006,4";"4,6";"180,0";"2,0";"";"";"";""
"18/09/2022";"0000";"17,6";"71,0";"1005,2";"2,8";"140,0";"0,0";"8,80";"24,8";"";""
"18/09/2022";"1200";"17,0";"61,0";"1006,0";"3,3";"50,0";"7,0";"";"";"11,2";"0,0"
"18/09/2022";"1800";"24,0";"41,0";"1000,0";"3,3";"50,0";"8,0";"";"";"";""
"19/09/2022";"0000";"18,4";"73,0";"1002,0";"1,8";"320,0";"10,0";"0,00";"19,0";"";""
"19/09/2022";"1200";"17,0";"90,0";"1000,8";"5,0";"50,0";"10,0";"";"";"14,4";"15,8"
"19/09/2022";"1800";"16,6";"96,0";"999,6";"2,0";"50,0";"10,0";"";"";"";""
"20/09/2022";"0000";"15,8";"98,0";"1001,9";"0,8";"320,0";"8,0";"7,10";"22,4";"";""
"20/09/2022";"1200";"15,2";"98,0";"1003,6";"1,3";"140,0";"10,0";"";"";"13,8";"10,2"
"20/09/2022";"1800";"22,2";"63,0";"1001,9";"3,0";"230,0";"6,0";"";"";"";""
"21/09/2022";"0000";"16,8";"92,0";"1002,2";"0,5";"90,0";"0,0";"2,30";"18,4";"";""
"21/09/2022";"1200";"15,6";"81,0";"1002,7";"3,3";"140,0";"8,0";"";"";"13,8";"0,0"
"21/09/2022";"1800";"18,0";"77,0";"998,8";"3,6";"140,0";"10,0";"";"";"";""
"22/09/2022";"0000";"15,0";"91,0";"1001,2";"2,1";"140,0";"10,0";"0,40";"15,0";"";""
"22/09/2022";"1200";"13,0";"98,0";"1001,9";"2,1";"270,0";"10,0";"";"";"10,8";"1,0"
